neotoma_names,taxon_name
Schisandra,schisandra
Schizanthus,schizanthus
Schizeilema fragosea,schizeilema_fragosea
Schizolobium,schizolobium
Schizolobium parahyba,schizolobium_parahyba
Schizolobium sp.,schizolobium_sp
Schlagintweitia intybacea,schlagintweitia_intybacea
Schleichera oleosa,schleichera_oleosa
Schnella cf. S. reflexa,schnella_cf_s_reflexa
Schnella reflexa-type,schnella_reflexa_type
Schoenoplectus-type,schoenoplectus_type
Schoenoplectus lacustris-type,schoenoplectus_lacustris_type
Schoenoplectus lacustris subsp. lacustris-type,schoenoplectus_lacustris_subsp_lacustris_type
Schoenoplectus sect. Schoenoplectus-type,schoenoplectus_sect_schoenoplectus_type
Schoenus,schoenus
Schoenus-type,schoenus_type
Schrebera,schrebera
Schrebera arborea-type,schrebera_arborea_type
Schultesia,schultesia
Sciadopitys,sciadopitys
Sciadopitys-type,sciadopitys_type
Scilla,scilla
Scilla-type,scilla_type
Scirpus,scirpus
Scirpus-type,scirpus_type
Scleranthus,scleranthus
Scleranthus-type,scleranthus_type
Scleranthus annuus,scleranthus_annuus
Scleranthus annuus-type,scleranthus_annuus_type
Scleranthus cf. S. perennis,scleranthus_cf_s_perennis
Scleranthus perennis,scleranthus_perennis
Sclerocarya,sclerocarya
Sclerocarya birrea-type,sclerocarya_birrea_type
Sclerocarya caffra,sclerocarya_caffra
Sclerochiton,sclerochiton
Scleronema,scleronema
Scleronema-type,scleronema_type
Sclerosperma,sclerosperma
Scoparia,scoparia
Scorodophloeus zenkeri-type,scorodophloeus_zenkeri_type
Scorzonera,scorzonera
Scorzonera-type,scorzonera_type
Scorzonera humilis,scorzonera_humilis
Scorzonera humilis-type,scorzonera_humilis_type
Scorzonera laciniata-type,scorzonera_laciniata_type
Scorzoneroides helvetica,scorzoneroides_helvetica
Scottellia klaineana-type,scottellia_klaineana_type
Scrophularia,scrophularia
Scrophularia-type,scrophularia_type
Scrophularia canina-type,scrophularia_canina_type
Scrophularia nodosa-type,scrophularia_nodosa_type
Scrophularia umbrosa,scrophularia_umbrosa
Scrophularia/Verbascum,scrophularia_verbascum
Scrophularia/Verbascum-type,scrophularia_verbascum_type
Scrophulariaceae,scrophulariaceae
Scrophulariaceae-type,scrophulariaceae_type
Scrophulariaceae (psilate),scrophulariaceae_psilate
Scrophulariaceae (reticulate),scrophulariaceae_reticulate
Scrophulariaceae (tricolpate),scrophulariaceae_tricolpate
Scrophulariaceae pro parte,scrophulariaceae_pro_parte
Scrophulariaceae undiff.,scrophulariaceae_undiff
Scutellaria,scutellaria
Scutellaria-type,scutellaria_type
Scutellaria cf. S. galericulata,scutellaria_cf_s_galericulata
Scutellaria galericulata,scutellaria_galericulata
Scutia,scutia
Scyphanthus,scyphanthus
Scyphiphora,scyphiphora
Scytopetalum,scytopetalum
Searsia,searsia
Searsia-type (S. natalensis),searsia_type_s_natalensis
Searsia-type (S. tripartita),searsia_type_s_tripartita
Searsia natalensis,searsia_natalensis
Sebaea,sebaea
Sebaea brachyphylla-type,sebaea_brachyphylla_type
Sebastiania,sebastiania
Sebastiania (type 1),sebastiania_type_1
Sebastiania brasiliensis,sebastiania_brasiliensis
Sebastiania cf. S. schottiana,sebastiania_cf_s_schottiana
Sebastiania commersoniana,sebastiania_commersoniana
Sebastiania undiff.,sebastiania_undiff
Secale,secale
Secale-type,secale_type
Secale (primitive),secale_primitive
Secale cereale,secale_cereale
Secamone-type,secamone_type
Secondatia (type 2),secondatia_type_2
Securinega,securinega
Securinega-type,securinega_type
Securinega-type (S. virosa),securinega_type_s_virosa
Securinega virosa,securinega_virosa
Securinega virosa-type,securinega_virosa_type
Sedum,sedum
Sedum-type,sedum_type
Sedum acre,sedum_acre
Sedum acre-type,sedum_acre_type
Sedum album-type,sedum_album_type
Sedum anglicum,sedum_anglicum
Sedum/Rhodiola cf. R. rosea,sedum_rhodiola_cf_r_rosea
Selago-type,selago_type
Selinum,selinum
Selinum carvifolia,selinum_carvifolia
Selinum carvifolia-type,selinum_carvifolia_type
Sempervivum,sempervivum
Senecio,senecio
Senecio-type,senecio_type
Senecio-type (40 µm),senecio_type_40_mu_m
Senecio sp.,senecio_sp
Senecio/Arctium,senecio_arctium
Senecio/Aster,senecio_aster
Senecioneae,senecioneae
Senefeldera,senefeldera
Senna,senna
Senna-type,senna_type
Senna-type didymobotrya,senna_type_didymobotrya
Senna-type italica,senna_type_italica
Senna (type 1),senna_type_1
Senna (type 4),senna_type_4
Senna italica,senna_italica
Senna multijuga,senna_multijuga
Senna obtusifolia,senna_obtusifolia
Senna occidentalis,senna_occidentalis
Senna sp.,senna_sp
Senna undiff.,senna_undiff
Sequoia,sequoia
Sequoiadendron,sequoiadendron
Serenoa,serenoa
Sericocomopsis-type,sericocomopsis_type
Sericostachys,sericostachys
Sericostachys-type (S. scandens),sericostachys_type_s_scandens
Sericostachys-type scandens,sericostachys_type_scandens
Sericostachys scandens-type,sericostachys_scandens_type
Seriphium kilimandscharicum,seriphium_kilimandscharicum
Seriphium kilimandscharicum-type,seriphium_kilimandscharicum_type
Serjania,serjania
Serjania (type D),serjania_type_d
Serjania/Cupania-type,serjania_cupania_type
Serratula,serratula
Serratula-type,serratula_type
Serratula/Arctium-type,serratula_arctium_type
Sesamoides,sesamoides
Sesamum,sesamum
Sesbania,sesbania
Sesbania-type,sesbania_type
Sesbania-type sesban,sesbania_type_sesban
Sesbania rostrata,sesbania_rostrata
Sesbania sesban,sesbania_sesban
Seseli,seseli
Seseli-type,seseli_type
Seseli libanotis-type,seseli_libanotis_type
Sesuvium,sesuvium
Setaria,setaria
Shepherdia,shepherdia
Shepherdia argentea,shepherdia_argentea
Shepherdia canadensis,shepherdia_canadensis
Shepherdia canadensis-type,shepherdia_canadensis_type
Shepherdia rotundifolia,shepherdia_rotundifolia
Shepherdia undiff.,shepherdia_undiff
Sherbournia,sherbournia
Shirakiopsis-type (S. elliptica),shirakiopsis_type_s_elliptica
Shirakiopsis-type elliptica,shirakiopsis_type_elliptica
Shirakiopsis elliptica-type,shirakiopsis_elliptica_type
Sibbaldia,sibbaldia
Sicydium,sicydium
Sicyos,sicyos
Sida,sida
Sida-type,sida_type
Sida-type tenuicarpa,sida_type_tenuicarpa
Sideritis,sideritis
Sideritis-type,sideritis_type
Sideritis (tetracolpate),sideritis_tetracolpate
Sideroxylon,sideroxylon
Sideroxylon-type,sideroxylon_type
Sideroxylon-type oxyacanthum,sideroxylon_type_oxyacanthum
Sideroxylon cf. S. grandiflorum,sideroxylon_cf_s_grandiflorum
Sideroxylon cf. S. sessiliflorum,sideroxylon_cf_s_sessiliflorum
Sieruela monophylla,sieruela_monophylla
Sigesbeckia,sigesbeckia
Sigesbeckia orientalis,sigesbeckia_orientalis
Silaum silaus,silaum_silaus
Silaum silaus-type,silaum_silaus_type
Silene,silene
Silene-type,silene_type
Silene-type (S. burchellii),silene_type_s_burchellii
Silene-type burchellii,silene_type_burchellii
Silene-type undiff.,silene_type_undiff
Silene acaulis,silene_acaulis
Silene acaulis-type,silene_acaulis_type
Silene burchellii-type,silene_burchellii_type
Silene cf. S. acaulis,silene_cf_s_acaulis
Silene ciliata-type,silene_ciliata_type
Silene dioica,silene_dioica
Silene dioica-type,silene_dioica_type
Silene flos-cuculi,silene_flos_minus_cuculi
Silene flos-cuculi-type,silene_flos_minus_cuculi_type
Silene foetida-type,silene_foetida_type
Silene latifolia,silene_latifolia
Silene nutans,silene_nutans
Silene rupestris,silene_rupestris
Silene suecica-type,silene_suecica_type
Silene undiff.,silene_undiff
Silene uniflora subsp. uniflora-type,silene_uniflora_subsp_uniflora_type
Silene viscaria,silene_viscaria
Silene viscaria-type,silene_viscaria_type
Silene vulgaris,silene_vulgaris
Silene vulgaris-type,silene_vulgaris_type
Silene vulgaris group,silene_vulgaris_group
Silene/Cerastium,silene_cerastium
Silene/Uebelinia-type,silene_uebelinia_type
Sileneae,sileneae
Silenoideae-type,silenoideae_type
Simarouba,simarouba
Simarouba-type,simarouba_type
Simarouba amara,simarouba_amara
Simaroubaceae,simaroubaceae
Simethis,simethis
Simethis planifolia,simethis_planifolia
Simira,simira
Simmondsia chinensis,simmondsia_chinensis
Sinapis,sinapis
Sinapis-type,sinapis_type
Sinapis arvensis,sinapis_arvensis
Siparuna,siparuna
Siparuna-type,siparuna_type
Siphocampylus,siphocampylus
Sison amomum,sison_amomum
Sison amomum-type,sison_amomum_type
Sison segetum-type,sison_segetum_type
Sisyrinchium,sisyrinchium
Sisyrinchium-type,sisyrinchium_type
Sium,sium
Sium-type,sium_type
Sium latifolium,sium_latifolium
Sium latifolium-type,sium_latifolium_type
Skimmia,skimmia
Sloanea,sloanea
Sloanea-type,sloanea_type
Sloanea (floribunda),sloanea_floribunda
Sloanea (type 2),sloanea_type_2
Sloanea stipitata,sloanea_stipitata
Sloanea undiff.,sloanea_undiff
Smilacaceae,smilacaceae
Smilax,smilax
Smilax aspera,smilax_aspera
Smithia,smithia
Smithia elliotii-type,smithia_elliotii_type
Smyrnium,smyrnium
Smyrnium-type,smyrnium_type
Socratea,socratea
Socratea-type,socratea_type
Solanaceae,solanaceae
Solanaceae-type,solanaceae_type
Solanaceae (type 1),solanaceae_type_1
Solanaceae (type 16),solanaceae_type_16
Solanaceae (type 2),solanaceae_type_2
Solanaceae (type 3),solanaceae_type_3
"Solanaceae (type 558, Kuhry 1988)",solanaceae_type_558_kuhry_1988
Solanaceae cf. Capsicum,solanaceae_cf_capsicum
Solanaceae undiff.,solanaceae_undiff
Solanecio-type (S. mannii),solanecio_type_s_mannii
Solanecio-type mannii,solanecio_type_mannii
Solanecio mannii-type,solanecio_mannii_type
Solanum,solanum
Solanum-type,solanum_type
Solanum-type nigrum,solanum_type_nigrum
Solanum (type 1),solanum_type_1
Solanum (type 2),solanum_type_2
Solanum (type 3),solanum_type_3
Solanum (type 4),solanum_type_4
Solanum (type I),solanum_type_i
Solanum dulcamara,solanum_dulcamara
Solanum dulcamara-type,solanum_dulcamara_type
Solanum dulcamara/Sedum,solanum_dulcamara_sedum
Solanum linnaeanum,solanum_linnaeanum
Solanum nigrum,solanum_nigrum
Solanum nigrum-type,solanum_nigrum_type
Solanum rostratum,solanum_rostratum
Solanum sp.,solanum_sp
Soldanella,soldanella
Soldanella pusilla,soldanella_pusilla
Solenanthus-type,solenanthus_type
Solidago,solidago
Solidago-type,solidago_type
Solidago-type/Saussurea-type,solidago_type_saussurea_type
Solidago canadensis,solidago_canadensis
Solidago virgaurea,solidago_virgaurea
Solidago virgaurea-type,solidago_virgaurea_type
Solidago/Saussurea,solidago_saussurea
Sonchus,sonchus
Sonchus-type,sonchus_type
Sonchus cf. S. asper,sonchus_cf_s_asper
Sonchus cf. S. kirkii,sonchus_cf_s_kirkii
Sonchus kirkii,sonchus_kirkii
Sonneratia,sonneratia
Sophora,sophora
Sophora tomentosa,sophora_tomentosa
Sopubia parviflora,sopubia_parviflora
Sorbus,sorbus
Sorbus-type,sorbus_type
Sorbus aria,sorbus_aria
Sorbus aria-type,sorbus_aria_type
Sorbus aucuparia,sorbus_aucuparia
Sorbus aucuparia-type,sorbus_aucuparia_type
Sorbus cf. S. aucuparia,sorbus_cf_s_aucuparia
Sorbus group,sorbus_group
Sorbus sp.,sorbus_sp
Sorbus torminalis,sorbus_torminalis
Sorindeia,sorindeia
Sorindeia-type,sorindeia_type
Sorindeia-type (S. juglandifolia),sorindeia_type_s_juglandifolia
Sorindeia-type madagascariensis,sorindeia_type_madagascariensis
Sorindeia juglandifolia,sorindeia_juglandifolia
Sorocea,sorocea
Soulamea,soulamea
Souroubea,souroubea
Spananthe,spananthe
Sparganium,sparganium
Sparganium-type,sparganium_type
Sparganium (broken),sparganium_broken
Sparganium (crumpled),sparganium_crumpled
Sparganium (degraded),sparganium_degraded
Sparganium (monad),sparganium_monad
Sparganium (tetrad),sparganium_tetrad
Sparganium angustifolium-type,sparganium_angustifolium_type
Sparganium cf. S. natans,sparganium_cf_s_natans
Sparganium emersum,sparganium_emersum
Sparganium emersum-type,sparganium_emersum_type
Sparganium erectum,sparganium_erectum
Sparganium erectum-type,sparganium_erectum_type
Sparganium natans-type,sparganium_natans_type
Sparganium sp.,sparganium_sp
Sparganium/Typha angustifolia-type,sparganium_typha_angustifolia_type
Sparrmannia,sparrmannia
Spartium,spartium
Spartium junceum,spartium_junceum
Spathiphyllum,spathiphyllum
Spathiphyllum-type,spathiphyllum_type
Spathodea,spathodea
Spathodea-type campanulata,spathodea_type_campanulata
Spergula,spergula
Spergula-type,spergula_type
Spergula arvensis,spergula_arvensis
Spergula arvensis-type,spergula_arvensis_type
Spergula/Spergularia,spergula_spergularia
Spergularia,spergularia
Spergularia-type,spergularia_type
Spergularia sp.,spergularia_sp
Spermacoce,spermacoce
Spermacoce-type,spermacoce_type
Spermacoce-type radiata,spermacoce_type_radiata
Spermacoce-type undiff.,spermacoce_type_undiff
Spermacoce (pericolporate),spermacoce_pericolporate
Spermacoce assurgens,spermacoce_assurgens
Spermacoce cf. S. latifolia,spermacoce_cf_s_latifolia
Spermacoce chaetocephala,spermacoce_chaetocephala
Spermacoce latifolia,spermacoce_latifolia
Spermacoce radiata,spermacoce_radiata
Spermacoce radiata-type,spermacoce_radiata_type
Spermacoce ruelliae,spermacoce_ruelliae
Spermacoce undiff.,spermacoce_undiff
Spermatophyta,spermatophyta
Spermatophyta (arboreal),spermatophyta_arboreal
"Spermatophyta (colpate, type 1)",spermatophyta_colpate_type_1
"Spermatophyta (colpate, type 2)",spermatophyta_colpate_type_2
"Spermatophyta (colpate, type 3)",spermatophyta_colpate_type_3
"Spermatophyta (colpate, type 4)",spermatophyta_colpate_type_4
"Spermatophyta (colpate, type 5)",spermatophyta_colpate_type_5
"Spermatophyta (colpate, type 7)",spermatophyta_colpate_type_7
"Spermatophyta (colporate, type 1)",spermatophyta_colporate_type_1
"Spermatophyta (colporate, type 10)",spermatophyta_colporate_type_10
"Spermatophyta (colporate, type 11)",spermatophyta_colporate_type_11
"Spermatophyta (colporate, type 12)",spermatophyta_colporate_type_12
"Spermatophyta (colporate, type 13)",spermatophyta_colporate_type_13
"Spermatophyta (colporate, type 15)",spermatophyta_colporate_type_15
"Spermatophyta (colporate, type 17)",spermatophyta_colporate_type_17
"Spermatophyta (colporate, type 18)",spermatophyta_colporate_type_18
"Spermatophyta (colporate, type 2)",spermatophyta_colporate_type_2
"Spermatophyta (colporate, type 3)",spermatophyta_colporate_type_3
"Spermatophyta (colporate, type 6)",spermatophyta_colporate_type_6
"Spermatophyta (colporate, type 7)",spermatophyta_colporate_type_7
"Spermatophyta (colporate, type 9)",spermatophyta_colporate_type_9
Spermatophyta (inaperturate),spermatophyta_inaperturate
"Spermatophyta (inaperturate, type 1)",spermatophyta_inaperturate_type_1
"Spermatophyta (inaperturate, type 2)",spermatophyta_inaperturate_type_2
"Spermatophyta (Mauritius type 100, de Boer)",spermatophyta_mauritius_type_100_de_boer
"Spermatophyta (Mauritius type 147, de Boer)",spermatophyta_mauritius_type_147_de_boer
"Spermatophyta (Mauritius type 168, de Boer)",spermatophyta_mauritius_type_168_de_boer
"Spermatophyta (Mauritius type 175, de Boer)",spermatophyta_mauritius_type_175_de_boer
"Spermatophyta (Mauritius type 202, de Boer)",spermatophyta_mauritius_type_202_de_boer
"Spermatophyta (Mauritius type 20b, de Boer)",spermatophyta_mauritius_type_20b_de_boer
"Spermatophyta (Mauritius type 213, de Boer)",spermatophyta_mauritius_type_213_de_boer
"Spermatophyta (Mauritius type 35b, de Boer)",spermatophyta_mauritius_type_35b_de_boer
"Spermatophyta (Mauritius type 43, de Boer)",spermatophyta_mauritius_type_43_de_boer
"Spermatophyta (Mauritius type 65, de Boer)",spermatophyta_mauritius_type_65_de_boer
"Spermatophyta (Mauritius type 75, de Boer)",spermatophyta_mauritius_type_75_de_boer
Spermatophyta (monocolpate),spermatophyta_monocolpate
"Spermatophyta (monocolpate, verrucate)",spermatophyta_monocolpate_verrucate
Spermatophyta (non-arboreal),spermatophyta_non_minus_arboreal
"Spermatophyta (porate, type 2)",spermatophyta_porate_type_2
"Spermatophyta (porate, type 3)",spermatophyta_porate_type_3
"Spermatophyta (porate, type 4)",spermatophyta_porate_type_4
"Spermatophyta (porate, type 5)",spermatophyta_porate_type_5
"Spermatophyta (porate, type 6)",spermatophyta_porate_type_6
"Spermatophyta (porate, type 7)",spermatophyta_porate_type_7
"Spermatophyta (porate, type 8)",spermatophyta_porate_type_8
Spermatophyta (tetrad),spermatophyta_tetrad
Spermatophyta indet.,spermatophyta_indet
Spermatophyta indet. (type 19),spermatophyta_indet_type_19
Spermatophyta indet. (type 34),spermatophyta_indet_type_34
Spermatophyta indet. (type 35),spermatophyta_indet_type_35
Spermatophyta indet. (type 38),spermatophyta_indet_type_38
Spermatophyta indet. (type 39),spermatophyta_indet_type_39
Spermatophyta indet. (type 42),spermatophyta_indet_type_42
Spermatophyta indet. (type 43),spermatophyta_indet_type_43
Spermatophyta indet. (type 46),spermatophyta_indet_type_46
Spermatophyta indet. (type 50),spermatophyta_indet_type_50
Spermatophyta indet. (type 51),spermatophyta_indet_type_51
Spermatophyta indet. (type 54),spermatophyta_indet_type_54
Spermatophyta indet. (type 55),spermatophyta_indet_type_55
Spermatophyta indet. (type 57),spermatophyta_indet_type_57
Spermatophyta indet. (type 63),spermatophyta_indet_type_63
Spermatophyta indet. (type 72),spermatophyta_indet_type_72
Spermatophyta indet. (type 73),spermatophyta_indet_type_73
Spermatophyta indet. (type 75),spermatophyta_indet_type_75
Spermatophyta indet. (type 76),spermatophyta_indet_type_76
Spermatophyta indet. (type 77),spermatophyta_indet_type_77
Spermatophyta indet. (type 9),spermatophyta_indet_type_9
Spermatophyta undiff.,spermatophyta_undiff
Spermatophyta undiff. (Andean trees),spermatophyta_undiff_andean_trees
Spermatophyta undiff. (Andean),spermatophyta_undiff_andean
Spermatophyta undiff. (aquatics),spermatophyta_undiff_aquatics
Spermatophyta undiff. (cf. upland herbs),spermatophyta_undiff_cf_upland_herbs
Spermatophyta undiff. (deciduous trees),spermatophyta_undiff_deciduous_trees
Spermatophyta undiff. (dry forest trees/shrubs),spermatophyta_undiff_dry_forest_trees_shrubs
Spermatophyta undiff. (exotic),spermatophyta_undiff_exotic
Spermatophyta undiff. (halophytes),spermatophyta_undiff_halophytes
Spermatophyta undiff. (lowland forest trees),spermatophyta_undiff_lowland_forest_trees
Spermatophyta undiff. (montane forest trees),spermatophyta_undiff_montane_forest_trees
Spermatophyta undiff. (páramo),spermatophyta_undiff_paramo
Spermatophyta undiff. (shrubs),spermatophyta_undiff_shrubs
Spermatophyta undiff. (trees),spermatophyta_undiff_trees
Spermatophyta undiff. (trees/shrubs),spermatophyta_undiff_trees_shrubs
Spermatophyta undiff. (tropical/subandean),spermatophyta_undiff_tropical_subandean
Spermatophyta undiff. (unknown),spermatophyta_undiff_unknown
Spermatophyta undiff. (upland herbs),spermatophyta_undiff_upland_herbs
Spermatophyta undiff. (wetland),spermatophyta_undiff_wetland
Sphaeralcea,sphaeralcea
Sphaeralcea-type,sphaeralcea_type
Sphaeralcea coccinea,sphaeralcea_coccinea
Sphaerothylax abyssinica-type,sphaerothylax_abyssinica_type
Sphagnum-type,sphagnum_type
Sphenoclea,sphenoclea
Sphenostemon,sphenostemon
Spigelia,spigelia
Spike,spike
Spinacia-type,spinacia_type
Spinacia oleracea,spinacia_oleracea
Spiraea,spiraea
Spiraea-type,spiraea_type
Spiraeopsis,spiraeopsis
Spirostachys,spirostachys
Spirotheca,spirotheca
Spondianthus,spondianthus
Spondias,spondias
Spondias-type,spondias_type
Spondias-type mombin,spondias_type_mombin
Spondias (type 20),spondias_type_20
Spondias (type 25),spondias_type_25
Spondias (type 32),spondias_type_32
Spondias (type 40),spondias_type_40
Spondias (type II),spondias_type_ii
Spondias mombin,spondias_mombin
Spondias monbin-type,spondias_monbin_type
Spondias sp.,spondias_sp
Spondias undiff.,spondias_undiff
Sprengelia,sprengelia
Sprengelia incarnata,sprengelia_incarnata
Spyridium,spyridium
Spyridium-type,spyridium_type
Stachyothyrsus,stachyothyrsus
Stachys,stachys
Stachys-type,stachys_type
Stachys palustris,stachys_palustris
Stachys sylvatica,stachys_sylvatica
Stachys sylvatica-type,stachys_sylvatica_type
Stachys/Lamium,stachys_lamium
Stachytarpheta,stachytarpheta
Stachytarpheta-type,stachytarpheta_type
Stackhousia,stackhousia
Staphylea,staphylea
Staphylea pinnata,staphylea_pinnata
Staphyleaceae,staphyleaceae
Staurogyne,staurogyne
Steganotaenia-type,steganotaenia_type
Stellaria,stellaria
Stellaria-type,stellaria_type
Stellaria cf. S. graminea,stellaria_cf_s_graminea
Stellaria cf. S. holostea,stellaria_cf_s_holostea
Stellaria cf. S. media,stellaria_cf_s_media
Stellaria cf. S. nemorum,stellaria_cf_s_nemorum
Stellaria cf. S. palustris,stellaria_cf_s_palustris
Stellaria gracilenta,stellaria_gracilenta
Stellaria graminea,stellaria_graminea
Stellaria holostea,stellaria_holostea
Stellaria holostea-type,stellaria_holostea_type
Stellaria mannii-type,stellaria_mannii_type
Stellaria nemorum,stellaria_nemorum
Stellaria palustris,stellaria_palustris
Stellaria undiff.,stellaria_undiff
Stellera,stellera
Stemodia,stemodia
Stemodia serrata,stemodia_serrata
Stemodia serrata-type,stemodia_serrata_type
Stemonurus,stemonurus
Stenandrium,stenandrium
Stenospermation,stenospermation
Stephania,stephania
Stephania-type,stephania_type
Stephania-type (S. abyssinica),stephania_type_s_abyssinica
Stephania-type abyssinica,stephania_type_abyssinica
Stephania abyssinica-type,stephania_abyssinica_type
Sterculia,sterculia
Sterculia-type,sterculia_type
Sterculia edelfeltii,sterculia_edelfeltii
Sterculia setigera,sterculia_setigera
Sterculioideae,sterculioideae
Sterculioideae-type,sterculioideae_type
Sterculioideae undiff.,sterculioideae_undiff
Stereospermum,stereospermum
Stigmaphyllon,stigmaphyllon
Stoebe,stoebe
Stoebe-type,stoebe_type
Stratiotes,stratiotes
Stratiotes aloides,stratiotes_aloides
Streblus,streblus
Streblus comp.,streblus_comp
Streptocarpus,streptocarpus
Streptopus amplexifolius,streptopus_amplexifolius
Striga,striga
Striga-type,striga_type
Striga-type hermonthica,striga_type_hermonthica
Strobilanthes-type,strobilanthes_type
Strobilanthes comp.,strobilanthes_comp
Strombosia,strombosia
Strombosia-type,strombosia_type
Strombosia scheffleri-type,strombosia_scheffleri_type
Strophanthus-type,strophanthus_type
Strumpfia,strumpfia
Struthanthus,struthanthus
Struthanthus-type,struthanthus_type
Struthanthus sp.,struthanthus_sp
Strychnos,strychnos
Stryphnodendron,stryphnodendron
Stryphnodendron-type,stryphnodendron_type
Stuckenia,stuckenia
Stuckenia-type,stuckenia_type
Stuckenia cf. S. pectinata,stuckenia_cf_s_pectinata
Stuckenia filiformis-type,stuckenia_filiformis_type
Stuckenia vaginata-type,stuckenia_vaginata_type
Stylidium,stylidium
Stylidium graminifolium ,stylidium_graminifolium
Styloceras,styloceras
Styloceras-type,styloceras_type
Stylogyne,stylogyne
Stylosanthes-type,stylosanthes_type
Stylosanthes erecta-type,stylosanthes_erecta_type
Stylosanthes fruticosa,stylosanthes_fruticosa
Styphelia,styphelia
Styracaceae,styracaceae
Styrax,styrax
Styrax-type,styrax_type
Suaeda,suaeda
Suaeda-type,suaeda_type
Suaeda-type monoica,suaeda_type_monoica
Suaeda calceoliformis,suaeda_calceoliformis
Suaeda maritima,suaeda_maritima
Suaeda monoica-type,suaeda_monoica_type
Subularia,subularia
Subularia-type monticola,subularia_type_monticola
Succisa,succisa
Succisa-type,succisa_type
Succisa pratensis,succisa_pratensis
Succisa pratensis-type,succisa_pratensis_type
Swartzia,swartzia
Swartzia sp.,swartzia_sp
Swertia,swertia
Swertia-type,swertia_type
Swertia-type (S. abyssinica),swertia_type_s_abyssinica
Swertia-type (S. kilimandscharica),swertia_type_s_kilimandscharica
Swertia-type kilimandscharica,swertia_type_kilimandscharica
Swertia lastii-type,swertia_lastii_type
Swertia perennis,swertia_perennis
Swertia usambarensis-type,swertia_usambarensis_type
Swietenia,swietenia
Syagrus,syagrus
Syagrus-type,syagrus_type
Symmeria,symmeria
Symmeria-type,symmeria_type
Symmeria paniculata,symmeria_paniculata
Symphonia,symphonia
Symphonia (type A),symphonia_type_a
Symphonia (type B),symphonia_type_b
Symphonia globulifera,symphonia_globulifera
Symphoricarpos,symphoricarpos
Symphoricarpos-type,symphoricarpos_type
Symphoricarpos albus,symphoricarpos_albus
Symphoricarpos occidentalis,symphoricarpos_occidentalis
Symphytum,symphytum
Symphytum-type,symphytum_type
Symphytum officinale,symphytum_officinale
Symphytum officinale-type,symphytum_officinale_type
Symplocaceae cf. Symplocos,symplocaceae_cf_symplocos
Symplocos,symplocos
Symplocos-type,symplocos_type
"Symplocos (diporate, psilate)",symplocos_diporate_psilate
"Symplocos (diporate, verrucate)",symplocos_diporate_verrucate
"Symplocos (triporate, psilate)",symplocos_triporate_psilate
"Symplocos (triporate, scabrate, 30-40 µm)",symplocos_triporate_scabrate_30_minus_40_mu_m
"Symplocos (triporate, verrucate, 25-35 µm)",symplocos_triporate_verrucate_25_minus_35_mu_m
Symplocos (type 1),symplocos_type_1
Symplocos (type 2),symplocos_type_2
Symplocos (type 3),symplocos_type_3
Symplocos (type 4),symplocos_type_4
Symplocos (type 5),symplocos_type_5
Symplocos coriacea,symplocos_coriacea
Symplocos coriacea-type,symplocos_coriacea_type
Symplocos lanceolata-type,symplocos_lanceolata_type
Symplocos peruviana,symplocos_peruviana
Symplocos peruviana-type,symplocos_peruviana_type
Symplocos tenuifolia-type,symplocos_tenuifolia_type
Symplocos uniflora,symplocos_uniflora
Syncarpia hillii,syncarpia_hillii
Syncolostemon bracteosus,syncolostemon_bracteosus
Syncolostemon bracteosus-type,syncolostemon_bracteosus_type
Syngonium,syngonium
Syringa,syringa
Syringa-type,syringa_type
Syringa vulgaris,syringa_vulgaris
Syzygium,syzygium
Syzygium-type,syzygium_type
Syzygium-type guineense,syzygium_type_guineense
Syzygium guineense,syzygium_guineense
Syzygium micropodum,syzygium_micropodum
Syzygium/Psidium,syzygium_psidium
Tabebuia,tabebuia
Tabebuia (type 1),tabebuia_type_1
Tabebuia (type 3),tabebuia_type_3
Tabernaemontana,tabernaemontana
Tabernaemontana-type,tabernaemontana_type
Tabernaemontana crassa-type,tabernaemontana_crassa_type
Tacazzea-type,tacazzea_type
Tacazzea-type (T. apiculata),tacazzea_type_t_apiculata
Tacazzea-type apiculata,tacazzea_type_apiculata
Tacazzea apiculata,tacazzea_apiculata
Tacazzea apiculata-type,tacazzea_apiculata_type
Tacca,tacca
Tachigali,tachigali
Tagetes,tagetes
Talinum,talinum
Talinum-type,talinum_type
Talipariti tiliaceum,talipariti_tiliaceum
Talisia,talisia
Talisia-type,talisia_type
Talisia (type 2),talisia_type_2
Tamaricaceae,tamaricaceae
Tamarindus,tamarindus
Tamarindus-type (T. indica),tamarindus_type_t_indica
Tamarindus-type indica,tamarindus_type_indica
Tamarindus indica,tamarindus_indica
Tamarix,tamarix
Tamarix-type,tamarix_type
Tamarix senegalensis,tamarix_senegalensis
Tambourissa purpurea-type,tambourissa_purpurea_type
Tanacetum-type,tanacetum_type
Tanaecium,tanaecium
Tapeinosperma,tapeinosperma
Tapinanthus,tapinanthus
Tapinanthus-type,tapinanthus_type
Tapirira,tapirira
Tapirira-type,tapirira_type
Tapirira (type 1),tapirira_type_1
Tapirira (type 2),tapirira_type_2
Tapirira aff. T. guianensis,tapirira_aff_t_guianensis
Tapura,tapura
Tapura fischeri,tapura_fischeri
Tapura fischeri-type,tapura_fischeri_type
Tapura guianensis (type 1),tapura_guianensis_type_1
Taraxacum,taraxacum
Taraxacum-type,taraxacum_type
